,City,Street,Floor,NumOfRooms,Size(SQM),Type,Price(₪)
2822, רמת גן,דרך זאב ז'בוטינסקי 7,58,2.0,99,דירה,2700000
2823, קרית מוצקין,הברוש 5,4,4.0,147,דירה,2500000
2824, מודיעין מכבים רעות,נחל זוהר 23,1,4.0,161,דופלקס,3199000
2825, באר שבע,דב יוסף 5,2,3.0,72,דירה,800000
2826, ירוחם,הרצל 319,2,3.0,60,דירה,560000
2827, ראשון לציון,שולמית אלוני 1,12,4.0,119,דירה,3450000
2828, עכו,עוזי חיטמן 11,5,4.0,150,דירה,1500000
2829, רמלה,הרב אברהם הלל,2,4.0,72,דירה,1430000
2830, תל אביב יפו,לבונטין,0,3.0,78,דירת גן,5100000
2831, תל אביב יפו,אביגדור סטימצקי 10,4,5.0,127,דירה,6950000
2832, תל אביב יפו,רב אשי,5,5.0,160,דירה,7650000
2833, הרצליה,בן יהודה 17,6,4.0,210,גג/פנטהאוז,4590000
2834, תל אביב יפו,הצפון הישן - צפון,4,4.0,138,דופלקס,8500000
2835, פתח תקווה,המרכז השקט / מרכז העיר,4,5.0,130,דירה,2620000
2836, באר שבע,"החיד""א",4,3.0,70,דירה,890000
2837, ראשון לציון,ראשון לציון,8,5.0,138,גג/פנטהאוז,4190000
2838, חולון,גרין ועם,2,4.0,170,גג/פנטהאוז,3090000
2839, תל אביב יפו,רמה 2,12,5.0,121,דירה,5480000
2840, ראש העין,ה' באייר 92,2,4.0,95,דופלקס,2370000
2842, חיפה,הרצליה,2,4.0,115,דירה,930000
2843, פרדס חנה כרכור,תל ימת כרכור,1,5.0,141,דירת גן,3560000
2844, תל אביב יפו,הצפון הישן - צפון,2,4.0,174,גג/פנטהאוז,7999999
2845, חיפה,דרך אלנבי,1,3.5,90,דירה,1280000
2847, ירושלים,בקעה,1,4.0,90,דירה,4000000
2848, תל אביב יפו,פלורנטין 46,5,4.0,135,דופלקס,4800000
2849, תל אביב יפו,בית אל 39,10,5.0,125,דירה,4500000
2850, חולון,ראובן ברקת 22,2,4.0,108,דירה,2790000
2851, ראשון לציון,החלמונית 2,2,3.5,102,דירה,2750000
2852, ראש העין,נתן אלתרמן 9,13,4.0,120,דירה,2850000
2853, לוד,"י""א חללי מינכן 5",3,3.0,73,דירה,1180000
2854, עפולה,ספיר 9,8,4.0,145,דירה,1500000
2855, רמלה,שושנה דמארי 20,9,4.0,134,גג/פנטהאוז,2475000
2856, חיפה,שער הגיא 23,1,4.0,135,דירה,1999999
2857, מודיעין מכבים רעות,שמואל הנביא 14,1,4.0,108,דירה,2890000
2858, קרית שמונה,יקותיאל אדם 308,3,4.0,98,דירה,900000
2859, רחובות,האחים טרבס 13,3,4.0,93,דירה,2550000
2860, שדרות,אדמונית החורש 2,2,4.0,110,דירה,1580000
2861, רחובות,קלמן ביאלר 6,5,4.5,150,דירה,3650000
2862, תל אביב יפו,קהילת קנדה 20,1,3.0,50,דירה,3100000
2863, מודיעין עילית,נתיבות שלום 18,-4,6.0,190,דירת גן,3000000
2864, אשדוד,מנחם אוסישקין 17,2,5.0,170,דופלקס,3525000
2865, נתיבות,רפיח ים 1,3,4.5,115,דירה,1450000
2866, גבעת שמואל,שלמה בן יוסף 1,0,3.5,153,דירת גן,3350000
2867, רחובות,נווה אלון 15,5,4.0,102,דירה,2380000
2868, חיפה,מרכז הכרמל,2,5.0,143,דירה,3300000
2869, תל אביב יפו,אמסטרדם,2,3.0,80,דירה,4200000
2870, תל אביב יפו,דוד אבידן,2,5.0,123,דירה,6100000
2871, תל אביב יפו,"רש""י",0,4.0,108,דירה,6400000
2872, ירושלים,יפו 105,23,6.0,240,גג/פנטהאוז,15000000
2873, רעננה,נווה זמר,1,4.0,112,דירה,3790000
2874, רמת גן,שדרות ירושלים,0,4.0,143,דירת גן,2690000
2875, נתניה,שדרות האגמים,1,5.0,302,דירת גן,4850000
2876, פתח תקווה,מאיר דנקנר,1,4.5,127,דירה,3695000
2877, ירושלים,יורדי הסירה,0,3.0,106,דירת גן,6000000
2878, רחובות,רחובות הצעירה,6,4.0,110,דירה,2400000
2879, תל אביב יפו,רמת אביב ג',1,5.0,110,דירה,5500000
2880, אילת,"שבטי ישראל, שחמון, רובע 7",12,5.5,170,דירה,2850000
2881, תל אביב יפו,יהודה הימית 40,6,3.5,82,דירה,5350000
2882, עפולה,העבודה,1,4.5,120,דירה,1255000
2883, רעננה,מכבי,1,5.0,125,דירה,2790000
2884, רחובות,הנביאים,3,7.0,142,דופלקס,3150000
2885, תל אביב יפו,שדרות ירושלים,2,5.0,112,דירה,4390000
2887, נס ציונה,השריון 6,1,4.0,101,דירה,2540000
2889, קרית מלאכי,אהובה עוזרי 5,5,4.0,116,דירה,1980000
2890, נתניה,לוי אשכול 13,6,3.0,80,דירה,1820000
2891, ביתר עילית,מעלות ירושלים 2,1,10.0,240,דירה,3600000
2892, נצרת עילית / נוף הגליל,החיטה 18,0,4.0,190,דירת גן,1280000
2893, טבריה,הבנים 14,1,2.0,42,דירה,585000
2894, בת ים,יוספטל 102,6,4.5,105,דירה,2400000
2895, ירושלים,הסיגלית 3,2,4.5,126,דירה,2790000
2896, אשדוד,אגוז 17,6,5.0,175,דירה,4200000
2897, ירושלים,"האדמו""ר מרוז'ין 3",3,3.0,65,דירה,2700000
2898, אופקים,חיים חורי 385,3,3.0,58,דירה,650000
2899, בית שאן,הנגב 1,1,4.5,130,דירה,780000
2900, יהוד מונוסון,מקלב 8,8,4.0,120,דירה,3300000
2901, כפר סבא,הכרמל 38,3,5.0,170,דופלקס,4400000
2902, ראשון לציון,שולמית אלוני 9,12,3.0,70,דירה,2670000
2903, הרצליה,בני בנימין 13,3,4.0,100,דירה,3290000
2904, לוד,דקר 21,10,4.0,115,דירה,1920000
2905, חולון,סוקולוב 68,4,3.0,80,דירה,2200000
2906, בית שמש,נחל אוריה 23,2,4.5,97,דירה,2500000
2907, תל אביב יפו,משה וילנסקי 55,1,4.5,114,דירה,5090000
2908, קרית אונו,"פרדס רייספלד, קרית אונו החדשה",6,5.0,200,גג/פנטהאוז,7390000
2909, תל אביב יפו,בארי,11,5.5,189,דירה,11200000
2910, תל אביב יפו,אביגדור סטימצקי,1,3.0,85,דירה,4000000
2911, תל אביב יפו,"לב תל אביב, לב העיר צפון",3,4.0,77,דירה,4500000
2912, כפר סבא,ירושלים,4,8.0,285,דופלקס,5650000
2914, חיפה,דרך העצמאות,7,3.0,67,דירה,1390000
2915, ירושלים,רב אלוף משה לוי,3,5.0,120,דירה,2870000
2916, רעננה,קרית הפרחים - 2005,1,3.0,117,דירה,3100000
2917, תל אביב יפו,אפלטון,6,3.0,80,דירה,2490000
2918, פתח תקווה,צפת,1,3.0,80,דירה,1800000
2919, ירושלים,מחנה יהודה - לב העיר,2,3.0,61,דירה,2490000
2921, נתניה,גלי הים,32,6.0,308,גג/פנטהאוז,12500000
2922, תל אביב יפו,אופנהיימר,13,6.0,511,דירה,15800000
2923, פתח תקווה,לוין,1,5.0,109,דירה,2399000
2924, ראשון לציון,שדרות זמסקי,3,3.0,73,דירה,2345000
2926, חריש,שוהם,1,4.0,104,דירה,1630000
2927, תל אביב יפו,יעקב סלע 15,2,3.0,60,דירה,2190000
2929, נהריה,ז'בוטינסקי 4,9,6.0,188,דופלקס,4150000
2930, גבעתיים,כצנלסון 2,11,4.0,120,דירה,4600000
2931, ראשון לציון,יהודה לייב פינסקר 23,3,5.0,110,דירה,2350000
2932, בית שמש,הרב ישראל גרוסמן 52,4,4.0,104,דירה,2000000
2933, ראשון לציון,שמשון זליג 9,11,4.0,123,דירה,3590000
2934, טבריה,אוהל יעקב 12,3,4.0,126,דירה,1100000
2935, ירושלים,משטרת היישובים 2,2,3.5,75,דירה,2070000
2936, חולון,יריחו 27,5,5.0,200,גג/פנטהאוז,2900000
2937, תל אביב יפו,שיק 22,3,3.0,85,דירה,2350000
2938, נתניה,פייר קניג 3,9,5.0,176,דירה,5950000
2939, באר יעקב,אודם 1,2,4.0,130,דירה,3240000
2940, מזכרת בתיה,יגאל אלון 1,5,5.0,137,דירה,2560000
2941, נתניה,הרב קוק 47,2,5.0,123,דירה,2200000
2942, גבעת זאב,המכבים 3,1,4.0,127,דירה,3000000
2943, אשקלון,שדרות ירושלים 35,2,4.0,120,דירה,1570000
2944, קרית ביאליק,הערמונים 41,2,4.0,114,דירה,1460000
2945, ראשון לציון,הבוצרים 1,6,6.0,240,טריפלקס,3890000
2946, תל אביב יפו,דיזנגוף,13,2.0,50,דירה,3250000
2947, הרצליה,הרצליה,1,5.5,150,דירה,5400000
2948, ירושלים,אברהם פררה,1,3.0,75,דירת גן,2990000
2949, מודיעין מכבים רעות,משואה,2,4.0,105,דירה,2750000
2950, רמת גן,חצור,5,4.0,85,דירה,2980000
2951, הרצליה,ארלוזורוב 25,4,4.0,106,דירה,3950000
2952, רמת השרון,אליהו גולומב,3,4.0,110,דירה,4090000
2953, תל אביב יפו,מיכאל נאמן,3,3.5,90,דירה,6480000
2954, תל אביב יפו,יונתן הופסי,2,4.0,95,דירה,7240000
2955, ירושלים,ג'ורג' וושינגטון,2,3.0,75,דירה,3850000
2956, אפרת,אפרת,1,5.0,120,דירת גן,2990000
2957, פתח תקווה,שרה אהרונסון,1,4.0,108,דירה,2159998
2958, גבעתיים,ריינס,2,3.0,71,דירה,3570000
2959, תל אביב יפו,משה וילנסקי 29,1,5.0,131,דירה,6180000
2960, פתח תקווה,"צה""ל 60",2,3.0,50,דירה,1859000
2961, תל אביב יפו,רב אשי,6,4.0,130,דירה,6100000
2962, הרצליה,יגאל אלון,1,4.0,96,דירה,3180000
2963, נתניה,יצחק גרינבוים,1,4.0,82,דירה,1780000
2964, תל אביב יפו,הדר יוסף,1,5.0,105,דירה,4899996
2965, חיפה,"שער פלמר, תחנת רכבת השמונה",1,3.0,88,דירה,1100000
2966, ירושלים,עמנואל זיסמן,5,5.0,145,דירה,3490000
2968, באר שבע,אוסוולדו ארניה 12,1,3.0,60,דירה,930000
2969, אשקלון,שדרות עמק חפר 20,3,4.0,117,דירה,1830000
2970, עכו,הכרם 6,1,4.0,92,דירה,990000
2971, נהריה,שפרינצק 10,6,4.0,116,דירה,1680000
2972, נתיבות,נווה דקלים 1,5,4.0,111,דירה,1550000
2973, קרית שמונה,הורדים 1,1,4.5,100,דירה,1000000
2974, פתח תקווה,דרך מנחם בגין 65,7,4.0,113,דירה,2800000
2975, ראשון לציון,הגדוד העברי 35,4,4.0,87,דירה,2049000
2976, עכו,העפרוני 22,3,5.0,191,דירה,1500000
2977, פתח תקווה,ברלוביץ 10,4,4.5,90,דירה,2390000
2978, בית שמש,הרצל 24,3,3.0,60,דירה,1600000
2979, לוד,שבט יהודה 6,1,5.0,130,דירה,2450000
2980, טבריה,השילוח 98,1,7.0,280,דירה,1900000
2981, ראש העין,"רמב""ם 1",2,5.0,120,דירה,2500000
2982, שוהם,תבור 1,2,6.0,200,גג/פנטהאוז,4690000
2983, ערד,מעון 1,7,4.0,110,דירה,1070000
2984, עפולה,אורנים 28,8,5.0,190,גג/פנטהאוז,1990000
2985, תל אביב יפו,צונזר 4,1,3.5,200,גג/פנטהאוז,3600000
2986, ראשון לציון,אלקבץ,9,5.0,118,דירה,3190000
2987, תל אביב יפו,תל אביב יפו,2,2.5,258,דירת גן,58000
2988, פתח תקווה,מבצע דקל 7,8,5.0,132,דירה,3950000
2989, גבעתיים,פועלי הרכבת,4,5.0,120,דירה,3790000
2990, עפולה,העליה,1,7.0,165,גג/פנטהאוז,2120000
2991, רמת גן,רמת גן,2,5.0,147,דירה,3190000
2992, תל אביב יפו,טהון,0,3.5,104,דירה,5800000
2993, תל אביב יפו,"לב תל אביב, לב העיר צפון",0,4.0,145,דירת גן,9900000
2994, קרית אונו,דרך לוי אשכול,1,3.0,85,דירה,2790000
2995, יבנה,העוגן,3,4.0,131,דירה,2740000
2996, תל אביב יפו,רמה 2,13,3.0,80,דירה,3450000
2997, תל אביב יפו,משה ברזאני,14,5.0,160,דופלקס,12500000
2998, הרצליה,הרצוג,3,4.0,100,דירה,3170000
2999, יבנה,הלילך,2,3.0,75,דירה,1695000
3000, תל אביב יפו,ניסים אלוני 21,4,3.5,170,דירה,8300000
3001, תל אביב יפו,קהילת לודז',0,3.0,80,דירת גן,3100000
3002, תל אביב יפו,"לב תל אביב, לב העיר צפון",5,4.0,130,דירה,9420000
3004, תל אביב יפו,הצפון הישן - צפון,1,2.0,50,דירה,3000000
3005, רמת גן,"הרא""ה",4,2.0,63,דירה,2050000
3006, נתיבות,יצחק שמיר 1,5,5.0,120,דירה,1580000
3007, נתיבות,אריאל שרון 4,7,5.0,136,דירה,1850000
3008, חיפה,שדרות אליהו גולומב 26,18,4.0,110,דירה,1500000
3009, יבנה,המשוט 17,4,4.0,120,דירה,2830000
3010, בני ברק,בורוכוב 12,3,4.0,130,גג/פנטהאוז,3500000
3011, רמת גן,הרב לנדרס 14,1,5.0,78,דירה,2550000
3012, אילת,שדרות חטיבת הנגב 6010,2,4.0,117,דירה,1990000
3013, חריש,תאנה 34,0,5.0,270,דירת גן,2650000
3014, רחובות,מרים מזרחי 2,7,5.0,120,דופלקס,3270000
3015, בת ים,שלום עליכם 18,3,3.0,83,דירה,1950000
3016, מודיעין עילית,שדרות הרב מפוניביז 12,0,3.0,92,דירה,1890000
3017, מבשרת ציון,חרמון 36,1,4.0,120,דירה,3350000
3018, קרית גת,הציפורן 5,16,3.0,86,דירה,1650000
3019, תל אביב יפו,איינשטיין 14,2,3.0,76,דירה,3000000
3020, נשר,אופקים 2,1,4.0,100,דירה,1400000
3021, קרית ביאליק,דן 10,0,5.0,125,דירת גן,2600000
3022, נהריה,הרצל 54,2,7.0,170,דירה,2500000
3023, אשקלון,בקעת רימון 33,3,4.0,130,דירה,1900000
3024, קרית ים,הקוממיות,2,3.0,70,דירה,900000
3025, ירושלים,"ביל""ו",0,4.0,92,דירת גן,4500000
3026, גבעתיים,שמעון בן צבי,3,4.0,124,דירה,4650000
3027, יבנה,הצדף 10,5,5.0,130,דירה,3200000
3028, תל אביב יפו,"מזא""ה",4,4.0,97,דירה,7400000
3029, אילת,אילת,3,5.0,300,גג/פנטהאוז,3250000
3030, ירושלים,דה רוסי,3,6.0,135,דופלקס,5350000
3031, פתח תקווה,נווה גן,3,4.0,107,דירה,2950000
3032, הרצליה,וינגייט,2,4.0,142,גג/פנטהאוז,10400000
3033, ירושלים,מרה,1,4.0,90,דירה,4200000
3034, תל אביב יפו,הצפון הישן - דרום,3,3.0,65,דירה,4390000
3035, תל אביב יפו,מאיר יערי,1,4.0,107,דירה,6100000
3036, ירושלים,ירושלים,1,4.0,100,דירה,2700000
3037, תל אביב יפו,פרישמן,20,5.0,300,דירה,33000000
3038, כפר סבא,"הגר""א",2,5.0,130,דירה,3790000
3039, תל אביב יפו,נחמה,1,3.0,90,דירה,5000000
3040, פתח תקווה,הנביאים 24,1,3.0,60,דירה,1940000
3041, תל אביב יפו,דרך מנחם בגין 144,44,4.0,115,דירה,6950000
3042, רמת השרון,נווה רסקו,2,5.0,164,גג/פנטהאוז,5900000
3043, ראשון לציון,ישראל גלילי,5,5.5,135,דירה,4370000
3044, רמת גן,אבנר 4,8,4.0,125,דירה,3850000
3045, נתניה,דב הוז 23,1,4.0,72,דירה,1750000
3046, יקנעם עילית,ירדן 16,2,3.0,87,דירה,1390000
3047, אור יהודה,שדרות מנחם בגין 2,5,5.0,201,גג/פנטהאוז,3000000
3048, חיפה,שלומציון המלכה 10,2,5.5,115,דירה,2550000
3049, פתח תקווה,יוסף ספיר 28,1,4.0,98,דירה,2390000
3050, תל אביב יפו,שתולים,11,3.0,92,דירה,3090000
3051, חדרה,יצחק רבין 10,7,4.0,114,דירה,2100000
3052, ראשון לציון,שלמה לוי 6,19,5.0,160,דירה,3700000
3053, אשקלון,ז'בוטינסקי 3,3,3.0,60,דירה,920000
3054, רחובות,דרך בן גוריון 1,14,5.0,139,דירה,3450000
3055, באר שבע,פרופ' חיים גבריהו 7,0,5.0,350,דירת גן,2250000
3056, מודיעין מכבים רעות,תכלת 56,4,4.0,118,דירה,3300000
3057, בית שמש,שדרות נחל הקישון 19,2,3.5,98,דירה,2230000
3058, לוד,שדרות דוד המלך 19,3,3.0,85,דירה,1350000
3059, קרית אתא,אנפה 10,0,5.0,250,דירת גן,2950000
3060, ירושלים,אביעד 3,1,5.0,120,דירה,4400000
3061, חדרה,עין גדי 6,4,4.0,130,דירה,2700000
3062, מודיעין מכבים רעות,ענבר 7,2,4.0,100,דירה,2950000
3063, רמת גן,דרך זאב ז'בוטינסקי 30,1,4.0,99,דירה,2750000
3064, תל אביב יפו,אליעזר קשאני,9,4.5,125,דירה,6100000
3065, חיפה,אידר,1,5.0,124,דירה,2040000
3066, ראשון לציון,אימבר,5,4.0,101,דירה,2450000
3067, רמת גן,"י""א באדר 15",7,4.0,90,דירה,3090000
3068, ראש העין,חנה רובינא 8,4,4.0,100,דירה,2740000
3069, ירושלים,רחל אמנו,1,3.0,80,דירה,3450000
3070, תל אביב יפו,העלייה,6,3.0,62,גג/פנטהאוז,3920000
3071, קרית אונו,קרית אונו,5,4.0,110,דירה,3250000
3072, רעננה,נווה זמר,1,4.0,132,דירה,3790000
3073, תל אביב יפו,נווה אביבים,4,4.5,140,דירה,7300000
3074, נס ציונה,נווה כרמית,7,5.0,285,גג/פנטהאוז,3950000
3075, רחובות,חוה לוצקי,1,5.0,120,דירה,2300000
3076, תל אביב יפו,מוסינזון 21,1,3.0,87,דירה,5050000
3077, קרית ים,אלי כהן,2,3.0,65,דירה,1090000
3078, הוד השרון,מתחם גרינברג,4,5.0,180,דופלקס,7490000
